5.5398	-2.53E-05
5.54	-2.66E-05
5.5402	-3.03E-05
5.5404	-4.02E-05
5.5406	-4.54E-05
5.5408	-4.12E-05
5.541	-3.23E-05
5.5412	-2.23E-05
5.5414	-1.76E-05
5.5416	-1.91E-05
5.5418	-2.16E-05
5.542	-2.14E-05
5.5422	-1.56E-05
5.5424	-1.14E-05
5.5426	-1.96E-05
5.5428	-2.98E-05
5.543	-2.86E-05
5.5432	-2.68E-05
5.5434	-3.30E-05
5.5436	-4.07E-05
5.5438	-4.89E-05
5.544	-5.84E-05
5.5442	-5.81E-05
5.5444	-4.84E-05
5.5446	-4.54E-05
5.5448	-5.12E-05
5.545	-5.34E-05
5.5452	-4.84E-05
5.5454	-4.12E-05
5.5456	-3.90E-05
5.5458	-4.35E-05
5.546	-4.62E-05
5.5462	-4.30E-05
5.5464	-4.27E-05
5.5466	-4.84E-05
5.5468	-5.29E-05
5.547	-5.02E-05
5.5472	-4.67E-05
5.5474	-5.09E-05
5.5476	-5.59E-05
5.5478	-5.49E-05
5.548	-5.39E-05
5.5482	-5.44E-05
5.5484	-5.36E-05
5.5486	-5.69E-05
5.5488	-6.48E-05
5.549	-6.90E-05
5.5492	-6.95E-05
5.5494	-6.90E-05
5.5496	-6.48E-05
5.5498	-6.03E-05
5.55	-6.03E-05
5.5502	-6.11E-05
5.5504	-5.96E-05
5.5506	-5.41E-05
5.5508	-4.44E-05
5.551	-3.85E-05
5.5512	-4.12E-05
5.5514	-4.20E-05
5.5516	-3.72E-05
5.5518	-3.70E-05
5.552	-4.42E-05
5.5522	-5.04E-05
5.5524	-4.67E-05
5.5526	-3.75E-05
5.5528	-3.67E-05
5.553	-4.47E-05
5.5532	-4.92E-05
5.5534	-4.87E-05
5.5536	-4.67E-05
5.5538	-4.42E-05
5.554	-4.64E-05
5.5542	-5.56E-05
5.5544	-6.26E-05
5.5546	-6.28E-05
5.5548	-6.23E-05
5.555	-6.38E-05
5.5552	-6.46E-05
5.5554	-6.16E-05
5.5556	-5.79E-05
5.5558	-5.76E-05
5.556	-5.49E-05
5.5562	-4.89E-05
5.5564	-4.74E-05
5.5566	-4.89E-05
5.5568	-4.97E-05
5.557	-5.44E-05
5.5572	-6.33E-05
5.5574	-7.25E-05
5.5576	-8.24E-05
5.5578	-8.74E-05
5.558	-8.19E-05
5.5582	-7.77E-05
5.5584	-8.19E-05
5.5586	-8.22E-05
5.5588	-7.57E-05
5.559	-7.25E-05
5.5592	-7.10E-05
5.5594	-6.43E-05
5.5596	-5.09E-05
5.5598	-3.58E-05
5.56	-2.93E-05
5.5602	-3.08E-05
5.5604	-3.08E-05
5.5606	-2.98E-05
5.5608	-3.33E-05
5.561	-3.92E-05
5.5612	-4.17E-05
5.5614	-4.20E-05
5.5616	-4.54E-05
5.5618	-5.51E-05
5.562	-6.68E-05
5.5622	-7.40E-05
5.5624	-7.92E-05
5.5626	-8.07E-05
5.5628	-7.35E-05
5.563	-6.41E-05
5.5632	-5.79E-05
5.5634	-5.16E-05
5.5636	-5.24E-05
5.5638	-6.23E-05
5.564	-6.60E-05
5.5642	-6.03E-05
5.5644	-5.64E-05
5.5646	-5.69E-05
5.5648	-5.81E-05
5.565	-5.61E-05
5.5652	-4.89E-05
5.5654	-4.39E-05
5.5656	-4.64E-05
5.5658	-5.02E-05
5.566	-5.24E-05
5.5662	-5.81E-05
5.5664	-6.43E-05
5.5666	-6.78E-05
5.5668	-7.15E-05
5.567	-7.40E-05
5.5672	-7.45E-05
5.5674	-7.80E-05
5.5676	-8.24E-05
5.5678	-7.90E-05
5.568	-7.10E-05
5.5682	-6.65E-05
5.5684	-6.33E-05
5.5686	-6.16E-05
5.5688	-6.60E-05
5.569	-7.50E-05
5.5692	-8.09E-05
5.5694	-8.07E-05
5.5696	-7.97E-05
5.5698	-7.67E-05
5.57	-6.80E-05
5.5702	-6.28E-05
5.5704	-6.38E-05
5.5706	-6.18E-05
5.5708	-5.79E-05
5.571	-5.39E-05
5.5712	-5.09E-05
5.5714	-5.69E-05
5.5716	-7.00E-05
5.5718	-7.85E-05
5.572	-8.32E-05
5.5722	-8.81E-05
5.5724	-8.84E-05
5.5726	-8.62E-05
5.5728	-8.29E-05
5.573	-7.47E-05
5.5732	-7.00E-05
5.5734	-7.37E-05
5.5736	-7.23E-05
5.5738	-6.38E-05
5.574	-6.33E-05
5.5742	-6.88E-05
5.5744	-6.93E-05
5.5746	-6.95E-05
5.5748	-7.13E-05
5.575	-6.88E-05
5.5752	-6.75E-05
5.5754	-6.65E-05
5.5756	-6.31E-05
5.5758	-6.56E-05
5.576	-7.20E-05
5.5762	-7.30E-05
5.5764	-7.13E-05
5.5766	-6.80E-05
5.5768	-6.33E-05
5.577	-5.88E-05
5.5772	-5.29E-05
5.5774	-4.54E-05
5.5776	-4.20E-05
5.5778	-4.39E-05
5.578	-5.14E-05
5.5782	-5.96E-05
5.5784	-6.18E-05
5.5786	-5.84E-05
5.5788	-5.12E-05
5.579	-4.32E-05
5.5792	-4.10E-05
5.5794	-4.12E-05
5.5796	-3.67E-05
5.5798	-3.65E-05
5.58	-4.12E-05
5.5802	-3.95E-05
5.5804	-3.58E-05
5.5806	-3.65E-05
5.5808	-3.55E-05
