Time	-Avg A
(us)	(mV)

2.05959993	-30.98881000
2.05999993	-30.86009000
2.06039993	-31.01909000
2.06079993	-30.98123000
2.06119993	-30.95095000
2.06159993	-31.00395000
2.06199993	-31.04936000
2.06239993	-31.04937000
2.06279993	-31.06452000
2.06319993	-31.04180000
2.06359993	-31.07966000
2.06399993	-30.98879000
2.06439993	-31.11751000
2.06479993	-31.00395000
2.06519993	-31.10994000
2.06559993	-31.03423000
2.06599993	-31.05694000
2.06639993	-31.04936000
2.06679993	-31.14779000
2.06719993	-30.98123000
2.06759993	-31.11751000
2.06799993	-31.00394000
2.06839993	-31.16295000
2.06879993	-31.11751000
2.06919993	-31.10994000
2.06959993	-31.12508000
2.06999993	-31.21594000
2.07039993	-31.12508000
2.07079993	-31.20079000
2.07119993	-31.16294000
2.07159993	-31.11751000
2.07199993	-31.13265000
2.07239993	-31.17808000
2.07279993	-31.16294000
2.07319993	-31.22351000
2.07359993	-31.19323000
2.07399993	-31.21593000
2.07439993	-31.17809000
2.07479993	-31.17809000
2.07519993	-31.15537000
2.07559993	-31.20836000
2.07599993	-31.20079000
2.07639993	-31.26894000
2.07679993	-31.18565000
2.07719993	-31.22351000
2.07759993	-31.21593000
2.07799993	-31.12509000
2.07839993	-31.14023000
2.07879993	-31.24622000
2.07919993	-31.12508000
2.07959993	-31.23108000
2.07999993	-31.20079000
2.08039993	-31.13265000
2.08079993	-31.12508000
2.08119993	-31.21594000
2.08159993	-30.95094000
2.08199993	-31.12508000
2.08239993	-30.96609000
2.08279993	-31.08722000
2.08319993	-30.86767000
2.08359993	-30.95851000
2.08399993	-30.91310000
2.08439993	-30.89795000
2.08479993	-30.71625000
2.08519993	-30.67081000
2.08559993	-30.59509000
2.08599993	-30.36797000
2.08639993	-30.25440000
2.08679993	-30.20896000
2.08719993	-29.90613000
2.08759993	-29.66385000
2.08799993	-29.37614000
2.08839993	-29.22473000
2.08879993	-28.96730000
2.08919993	-28.78559000
2.08959993	-28.52061000
2.08999993	-28.51303000
2.09039993	-28.26318000
2.09079993	-28.33132000
2.09119993	-28.17990000
2.09159993	-28.07390000
2.09199993	-28.14962000
2.09239993	-28.17990000
2.09279993	-28.11175000
2.09319993	-28.27075000
2.09359993	-28.36918000
2.09399993	-28.44488000
2.09439993	-28.46760000
2.09479993	-28.68716000
2.09519993	-28.67958000
2.09559993	-28.87644000
2.09599993	-28.84615000
2.09639993	-28.97487000
2.09679993	-28.97486000
2.09719993	-29.03545000
2.09759993	-29.01272000
2.09799993	-29.27772000
2.09839993	-29.20957000
2.09879993	-29.16414000
2.09919993	-29.10358000
2.09959993	-29.19443000
2.09999993	-29.14143000
2.10039993	-29.23986000
2.10079993	-29.16415000
2.10119993	-29.19444000
2.10159993	-29.18686000
2.10199993	-29.29286000
2.10239993	-29.21715000
2.10279993	-29.33829000
2.10319993	-29.35343000
2.10359993	-29.43671000
2.10399993	-29.46698000
2.10439993	-29.56542000
2.10479993	-29.61085000
2.10519993	-29.75470000
2.10559993	-29.77741000
2.10599993	-29.89099000
2.10639993	-30.00455000
2.10679993	-30.11055000
2.10719993	-30.20141000
2.10759993	-30.33010000
2.10799993	-30.30740000
2.10839993	-30.49667000
2.10879993	-30.46639000
2.10919993	-30.56482000
2.10959993	-30.51939000
2.10999993	-30.60268000
2.11039993	-30.60267000
2.11079993	-30.67082000
2.11119993	-30.67081000
2.11159993	-30.78438000
2.11199993	-30.61782000
2.11239993	-30.72381000
2.11279993	-30.73895000
2.11319993	-30.74652000
2.11359993	-30.74652000
2.11399993	-30.79952000
2.11439993	-30.71625000
2.11479993	-30.76167000
2.11519993	-30.73139000
2.11559993	-30.76924000
2.11599993	-30.77680000
2.11639993	-30.82224000
2.11679993	-30.68596000
2.11719993	-30.80709000
2.11759993	-30.80709000
2.11799993	-30.93581000
2.11839993	-30.79952000
2.11879993	-31.03423000
2.11919993	-30.95852000
2.11959993	-30.99637000
2.11999993	-30.89037000
2.12039993	-31.01908000
2.12079993	-31.07209000
2.12119993	-31.10994000
2.12159993	-31.04937000
2.12199993	-31.08723000
2.12239993	-31.12508000
2.12279993	-31.12508000
2.12319993	-31.07208000
2.12359993	-31.22350000
2.12399993	-30.97366000
2.12439993	-31.15536000
2.12479993	-31.10994000
2.12519993	-31.17051000
2.12559993	-30.96609000
2.12599993	-31.13265000
2.12639993	-31.02665000
2.12679993	-31.10237000
2.12719993	-31.04180000
2.12759993	-31.15536000
2.12799993	-31.04937000
2.12839993	-31.14779000
2.12879993	-31.03423000
2.12919993	-31.04180000
2.12959993	-30.95094000
2.12999993	-30.92823000
2.13039993	-30.89794000
2.13079993	-30.93581000
2.13119993	-30.86766000
2.13159993	-31.03422000
2.13199993	-30.98881000
2.13239993	-30.83738000
2.13279993	-30.89795000
2.13319993	-31.05694000
2.13359993	-30.95852000
2.13399993	-31.02665000
2.13439993	-30.95852000
2.13479993	-31.04180000
2.13519993	-31.02665000
2.13559993	-31.14780000
2.13599993	-31.11750000
2.13639993	-31.15537000
2.13679993	-31.14779000
2.13719993	-31.29922000
2.13759993	-31.27651000
2.13799993	-31.30679000
2.13839993	-31.21594000
2.13879993	-31.25380000
2.13919993	-31.29165000
2.13959993	-31.26137000
2.13999993	-31.21593000
2.14039993	-31.24622000
2.14079993	-31.13265000
2.14119993	-31.12508000
2.14159993	-31.06452000
2.14199993	-31.06451000
2.14239993	-31.07965000
2.14279993	-31.14022000
2.14319993	-31.18565000
2.14359993	-31.17051000
2.14399993	-31.19322000
2.14439993	-31.10995000
2.14479993	-31.04937000
2.14519993	-31.14022000
2.14559993	-31.03423000
2.14599993	-31.13266000
2.14639993	-30.99638000
2.14679993	-31.05694000
2.14719993	-31.13265000
2.14759993	-31.11750000
2.14799993	-31.05694000
2.14839993	-31.17051000
2.14879993	-31.18565000
2.14919993	-31.20836000
2.14959993	-31.09479000
2.14999993	-31.13266000
2.15039993	-31.04937000
2.15079993	-31.14779000
2.15119993	-31.05694000
2.15159993	-31.07965000
2.15199993	-31.04181000
2.15239993	-31.13265000
2.15279993	-30.98881000
2.15319993	-31.10993000
2.15359993	-30.98880000
2.15399993	-30.97365000
2.15439993	-30.95094000
2.15479993	-31.04180000
2.15519993	-30.95094000
2.15559993	-30.91308000
2.15599993	-30.90552000
2.15639993	-31.04937000
2.15679993	-31.07965000
2.15719993	-31.15537000
2.15759993	-30.94337000
2.15799993	-31.14022000
2.15839993	-31.04181000
2.15879993	-31.19322000
2.15919993	-31.16294000
2.15959993	-31.23108000
2.15999993	-31.19321000
2.16039993	-31.23865000
2.16079993	-31.10993000
2.16119993	-31.13265000
2.16159993	-31.20837000
2.16199993	-31.14022000
2.16239993	-31.14779000
2.16279993	-31.08723000
2.16319993	-31.10236000
2.16359993	-31.14779000
2.16399993	-31.03422000
2.16439993	-31.04938000
2.16479993	-31.10994000
2.16519993	-31.11751000
2.16559993	-31.06450000
2.16599993	-31.14023000
2.16639993	-31.11752000
2.16679993	-31.23865000
2.16719993	-31.07208000
2.16759993	-31.22351000
2.16799993	-31.09480000
2.16839993	-31.19322000
2.16879993	-31.11750000
2.16919993	-31.13265000
2.16959993	-31.16294000
2.16999993	-31.10994000
2.17039993	-31.16294000
2.17079993	-31.07209000
2.17119993	-31.02666000
2.17159993	-31.15536000
2.17199993	-30.99636000
2.17239993	-31.01909000
2.17279993	-31.01151000
2.17319993	-31.00394000
2.17359993	-30.84495000
2.17399993	-30.93581000
2.17439993	-30.83738000
2.17479993	-30.89794000
2.17519993	-30.76167000
2.17559993	-30.76923000
2.17599993	-30.67838000
2.17639993	-30.57996000
2.17679993	-30.45882000
2.17719993	-30.40581000
2.17759993	-30.29225000
2.17799993	-30.25440000
2.17839993	-30.13326000
2.17879993	-30.04240000
2.17919993	-29.86827000
2.17959993	-29.72441000
2.17999993	-29.58813000
2.18039993	-29.51243000
2.18079993	-29.23987000
2.18119993	-29.25501000
2.18159993	-29.08086000
2.18199993	-29.09601000
2.18239993	-29.00515000
2.18279993	-29.07329000
2.18319993	-29.04300000
2.18359993	-29.19444000
2.18399993	-29.12629000
2.18439993	-29.14144000
2.18479993	-29.08086000
2.18519993	-29.18686000
2.18559993	-29.07330000
2.18599993	-29.31558000
2.18639993	-29.14901000
2.18679993	-29.27771000
2.18719993	-29.28528000
2.18759993	-29.37615000
2.18799993	-29.31557000
2.18839993	-29.36857000
2.18879993	-29.27015000
2.18919993	-29.42156000
2.18959993	-29.30043000
2.18999993	-29.33829000
2.19039993	-29.29286000
2.19079993	-29.46700000
2.19119993	-29.51243000
2.19159993	-29.58813000
2.19199993	-29.62599000
2.19239993	-29.75470000
2.19279993	-29.74713000
2.19319993	-29.81527000
2.19359993	-29.81527000
2.19399993	-29.95913000
2.19439993	-29.92884000
2.19479993	-29.99697000
2.19519993	-29.99697000
2.19559993	-30.21654000
2.19599993	-30.15597000
2.19639993	-30.29225000
2.19679993	-30.26954000
2.19719993	-30.36040000
2.19759993	-30.38311000
2.19799993	-30.52696000
2.19839993	-30.52697000
2.19879993	-30.64810000
2.19919993	-30.71624000
2.19959993	-30.68595000
2.19999993	-30.61024000
2.20039993	-30.79196000
2.20079993	-30.72382000
2.20119993	-30.70867000
2.20159993	-30.69353000
2.20199993	-30.79195000
2.20239993	-30.73895000
2.20279993	-30.72381000
2.20319993	-30.70867000
2.20359993	-30.81465000
2.20399993	-30.79195000
2.20439993	-30.82981000
2.20479993	-30.83738000
2.20519993	-30.89038000
2.20559993	-30.80710000
2.20599993	-30.79195000
2.20639993	-30.79196000
2.20679993	-30.87524000
2.20719993	-30.76167000
2.20759993	-30.86010000
2.20799993	-30.83738000
2.20839993	-30.85252000
2.20879993	-30.88281000
2.20919993	-30.95852000
2.20959993	-30.92067000
2.20999993	-31.08722000
2.21039993	-31.02666000
2.21079993	-31.01909000
2.21119993	-31.01909000
2.21159993	-31.01909000
2.21199993	-30.98123000
2.21239993	-31.12508000
2.21279993	-31.00394000
2.21319993	-31.10994000
2.21359993	-31.07965000
2.21399993	-31.09480000
2.21439993	-31.02666000
2.21479993	-31.19322000
2.21519993	-31.17051000
2.21559993	-31.18566000
2.21599993	-31.23867000
2.21639993	-31.20837000
2.21679993	-31.10994000
2.21719993	-31.20080000
2.21759993	-31.07208000
2.21799993	-31.17809000
2.21839993	-31.11751000
2.21879993	-31.23865000
2.21919993	-31.20836000
2.21959993	-31.20080000
2.21999993	-31.09479000
2.22039993	-31.19322000
2.22079993	-31.14778000
2.22119993	-31.13265000
2.22159993	-31.09480000
2.22199993	-31.25379000
2.22239993	-31.10994000
2.22279993	-31.07209000
2.22319993	-31.07208000
2.22359993	-31.20837000
2.22399993	-31.01152000
2.22439993	-31.20836000
2.22479993	-31.17808000
2.22519993	-31.20837000
2.22559993	-31.19322000
2.22599993	-31.25379000
2.22639993	-31.11751000
2.22679993	-31.08723000
2.22719993	-30.99638000
2.22759993	-31.23865000
2.22799993	-31.14023000
2.22839993	-31.23865000
2.22879993	-31.17051000
2.22919993	-31.25379000
2.22959993	-31.14023000
2.22999993	-31.23865000
2.23039993	-31.21594000
2.23079993	-31.27651000
2.23119993	-31.14022000
2.23159993	-31.19323000
2.23199993	-31.18565000
2.23239993	-31.13265000
2.23279993	-31.17808000
2.23319993	-31.28408000
2.23359993	-31.18565000
2.23399993	-31.20079000
2.23439993	-31.23107000
2.23479993	-31.32193000
2.23519993	-31.28408000
2.23559993	-31.31438000
2.23599993	-31.27651000
2.23639993	-31.35979000
2.23679993	-31.23865000
2.23719993	-31.31437000
2.23759993	-31.14023000
2.23799993	-31.26136000
2.23839993	-31.20079000
2.23879993	-31.23108000
2.23919993	-31.18566000
2.23959993	-31.17050000
2.23999993	-31.17051000
2.24039993	-31.18565000
2.24079993	-31.08722000
2.24119993	-31.23865000
2.24159993	-31.16294000
2.24199993	-31.19323000
2.24239993	-31.16294000
2.24279993	-31.31436000
2.24319993	-31.10994000
2.24359993	-31.21593000
2.24399993	-31.18565000
2.24439993	-31.18565000
2.24479993	-31.21594000
2.24519993	-31.27651000
2.24559993	-31.26137000
2.24599993	-31.23866000
2.24639993	-31.23108000
2.24679993	-31.20837000
2.24719993	-31.24622000
2.24759993	-31.23865000
2.24799993	-31.17807000
2.24839993	-31.26137000
2.24879993	-31.25380000
2.24919993	-31.22351000
2.24959993	-31.17808000
2.24999993	-31.17807000
2.25039993	-31.12508000
2.25079993	-31.21594000
2.25119993	-31.14780000
2.25159993	-31.15536000
2.25199993	-31.08722000
2.25239993	-31.06451000
2.25279993	-30.99638000
2.25319993	-31.05694000
2.25359993	-31.08722000
2.25399993	-31.03423000
2.25439993	-31.07208000
2.25479993	-31.09480000
2.25519993	-31.01909000
2.25559993	-31.18565000
2.25599993	-31.18565000
2.25639993	-31.22351000
2.25679993	-31.21594000
2.25719993	-31.25380000
2.25759993	-31.19323000
2.25799993	-31.26894000
2.25839993	-31.28408000
2.25879993	-31.22351000
2.25919993	-31.28408000
2.25959993	-31.36737000
2.25999993	-31.21593000
2.26039993	-31.37493000
2.26079993	-31.27651000
2.26119993	-31.28408000
2.26159993	-31.18567000
2.26199993	-31.17807000
2.26239993	-31.17807000
2.26279993	-31.23866000
2.26319993	-31.04180000
2.26359993	-31.06451000
2.26399993	-31.01909000
2.26439993	-30.91309000
2.26479993	-30.80709000
2.26519993	-30.83739000
2.26559993	-30.86766000
2.26599993	-30.75409000
2.26639993	-30.73138000
2.26679993	-30.80709000
2.26719993	-30.85252000
2.26759993	-30.96609000
2.26799993	-31.01151000
2.26839993	-30.92823000
2.26879993	-30.96609000
2.26919993	-31.06451000
2.26959993	-31.03422000
2.26999993	-30.95852000
2.27039993	-30.93580000
2.27079993	-30.98880000
2.27119993	-30.94338000
2.27159993	-31.01909000
2.27199993	-30.97366000
2.27239993	-30.97366000
2.27279993	-30.82224000
2.27319993	-30.88280000
2.27359993	-30.81466000
2.27399993	-30.86765000
2.27439993	-30.70110000
2.27479993	-30.71624000
2.27519993	-30.72381000
2.27559993	-30.79195000
2.27599993	-30.69353000
2.27639993	-30.81467000
2.27679993	-30.81466000
2.27719993	-30.89794000
2.27759993	-30.83738000
2.27799993	-30.89795000
2.27839993	-30.82224000
2.27879993	-31.01909000
2.27919993	-30.86766000
2.27959993	-30.94337000
2.27999993	-30.89037000
2.28039993	-30.99637000
2.28079993	-30.96609000
2.28119993	-30.99637000
2.28159993	-30.88281000
2.28199993	-30.99637000
2.28239993	-30.86767000
2.28279993	-30.93580000
2.28319993	-30.95094000
2.28359993	-30.92066000
2.28399993	-30.86767000
2.28439993	-30.98880000
2.28479993	-30.95095000
2.28519993	-30.95852000
2.28559993	-30.82981000
2.28599993	-30.98880000
2.28639993	-30.85253000
2.28679993	-30.89795000
2.28719993	-30.83739000
2.28759993	-30.82981000
2.28799993	-30.83738000
2.28839993	-30.82224000
2.28879993	-30.85252000
2.28919993	-30.86010000
2.28959993	-30.89037000
2.28999993	-30.89037000
2.29039993	-30.88280000
2.29079993	-30.93580000
2.29119993	-30.82224000
2.29159993	-30.93580000
2.29199993	-30.83738000
2.29239993	-30.93581000
2.29279993	-30.89038000
2.29319993	-30.99638000
2.29359993	-30.90552000
2.29399993	-31.03423000
2.29439993	-30.99637000
2.29479993	-31.12508000
2.29519993	-31.14779000
2.29559993	-31.08723000
2.29599993	-30.98123000
2.29639993	-31.11751000
2.29679993	-30.98123000
2.29719993	-31.05694000
2.29759993	-31.04937000
2.29799993	-31.17809000
2.29839993	-30.93580000
2.29879993	-31.10994000
2.29919993	-31.04937000
2.29959993	-31.02666000
2.29999993	-31.14022000
2.30039993	-31.10237000
2.30079993	-30.97367000
2.30119993	-31.10994000
2.30159993	-31.04937000
2.30199993	-31.19322000
2.30239993	-31.11752000
2.30279993	-31.13266000
2.30319993	-31.07208000
2.30359993	-31.14022000
2.30399993	-31.07965000
2.30439993	-31.10237000
2.30479993	-31.10238000
2.30519993	-31.08722000
2.30559993	-31.01909000
2.30599993	-31.13266000
2.30639993	-31.08722000
2.30679993	-31.05695000
2.30719993	-31.10994000
2.30759993	-31.17808000
2.30799993	-31.04180000
2.30839993	-31.10994000
2.30879993	-30.97366000
2.30919993	-31.04180000
2.30959993	-30.96609000
2.30999993	-30.98122000
2.31039993	-30.82981000
2.31079993	-30.95852000
2.31119993	-30.74652000
2.31159993	-30.76167000
2.31199993	-30.55725000
2.31239993	-30.53453000
2.31279993	-30.33011000
2.31319993	-30.27711000
2.31359993	-30.05755000
2.31399993	-29.76227000
2.31439993	-29.47457000
2.31479993	-29.33829000
2.31519993	-28.82345000
2.31559993	-28.36161000
2.31599993	-27.63477000
2.31639993	-27.09722000
2.31679993	-26.42338000
2.31719993	-25.87826000
2.31759993	-25.15144000
2.31799993	-24.46245000
2.31839993	-23.70534000
2.31879993	-23.03907000
2.31919993	-22.23653000
2.31959993	-21.70655000
2.31999993	-21.10085000
2.32039993	-20.59359000
2.32079993	-20.26802000
2.32119993	-19.70019000
2.32159993	-19.26863000
2.32199993	-18.86736000
2.32239993	-18.83708000
2.32279993	-18.71593000
2.32319993	-18.64779000
2.32359993	-18.73108000
2.32399993	-18.92793000
2.32439993	-18.90521000
2.32479993	-19.17020000
2.32519993	-19.46548000
2.32559993	-19.73047000
2.32599993	-19.96518000
2.32639993	-20.15446000
2.32679993	-20.57087000
2.32719993	-20.81315000
2.32759993	-21.15385000
2.32799993	-21.41884000
2.32839993	-21.68383000
2.32879993	-21.94883000
2.32919993	-22.35010000
2.32959993	-22.57723000
2.32999993	-22.85736000
2.33039993	-23.06179000
2.33079993	-23.38734000
2.33119993	-23.81891000
2.33159993	-24.12931000
2.33199993	-24.33375000
2.33239993	-24.65930000
2.33279993	-24.82587000
2.33319993	-25.12115000
2.33359993	-25.35585000
2.33399993	-25.62083000
2.33439993	-25.80255000
2.33479993	-26.10540000
2.33519993	-26.36281000
2.33559993	-26.58238000
2.33599993	-26.78680000
2.33639993	-27.06693000
2.33679993	-27.16536000
2.33719994	-27.35464000
2.33759994	-27.57420000
2.33799994	-27.73319000
2.33839994	-27.85434000
2.33879994	-28.04362000
2.33919994	-28.17233000
2.33959994	-28.24046000
2.33999994	-28.37675000
2.34039994	-28.49789000
2.34079994	-28.48274000
2.34119994	-28.78559000
2.34159994	-28.69474000
2.34199994	-28.89159000
2.34239994	-28.92188000
2.34279994	-29.14144000
2.34319994	-29.13387000
2.34359994	-29.34586000
2.34399994	-29.35343000
2.34439994	-29.56542000
2.34479994	-29.58814000
2.34519994	-29.64870000
2.34559994	-29.69414000
2.34599994	-29.92126000
2.34639994	-29.90613000
2.34679994	-30.04239000
2.34719994	-30.00455000
2.34759994	-30.08026000
2.34799994	-30.12569000
2.34839994	-30.20140000
2.34879994	-30.23168000
2.34919994	-30.34526000
2.34959994	-30.36797000
2.34999994	-30.45882000
2.35039994	-30.29983000
2.35079994	-30.45882000
2.35119994	-30.36040000
2.35159994	-30.51181000
2.35199994	-30.59510000
2.35239994	-30.61024000
2.35279994	-30.58752000
2.35319994	-30.64053000
2.35359994	-30.52696000
2.35399994	-30.59510000
2.35439994	-30.52696000
2.35479994	-30.66325000
2.35519994	-30.64053000
2.35559994	-30.76166000
2.35599994	-30.76924000
2.35639994	-30.75409000
2.35679994	-30.73139000
2.35719994	-30.79952000
2.35759994	-30.77681000
2.35799994	-30.87523000
2.35839994	-30.84495000
2.35879994	-30.91309000
2.35919994	-30.87523000
2.35959994	-30.94337000
2.35999994	-30.95851000
2.36039994	-30.91310000
2.36079994	-30.95094000
2.36119994	-30.94338000
2.36159994	-30.90552000
2.36199994	-30.95095000
2.36239994	-30.80710000
2.36279994	-30.89037000
2.36319994	-30.83739000
2.36359994	-30.81465000
2.36399994	-30.89038000
2.36439994	-30.90552000
2.36479994	-30.88280000
2.36519994	-30.85252000
2.36559994	-30.87523000
2.36599994	-30.98124000
2.36639994	-30.97366000
2.36679994	-31.01909000
2.36719994	-31.03423000
2.36759994	-30.99637000
2.36799994	-31.01908000
2.36839994	-31.10994000
2.36879994	-31.10994000
2.36919994	-31.13266000
2.36959994	-31.10237000
2.36999994	-31.10994000
2.37039994	-31.15536000
2.37079994	-31.15536000
2.37119994	-31.07965000
2.37159994	-31.14779000
2.37199994	-31.07209000
2.37239994	-31.22350000
2.37279994	-31.11751000
2.37319994	-31.14779000
2.37359994	-31.12508000
2.37399994	-31.11750000
2.37439994	-31.07208000
2.37479994	-31.09480000
2.37519994	-31.11751000
2.37559994	-31.21594000
2.37599994	-31.17051000
2.37639994	-31.24622000
2.37679994	-31.20837000
2.37719994	-31.28409000
2.37759994	-31.20080000
2.37799994	-31.26893000
2.37839994	-31.26136000
2.37879994	-31.31436000
2.37919994	-31.29165000
2.37959994	-31.32195000
2.37999994	-31.14022000
2.38039994	-31.22351000
2.38079994	-31.17051000
2.38119994	-31.28408000
2.38159994	-31.05694000
2.38199994	-31.18564000
2.38239994	-31.16295000
2.38279994	-31.11751000
2.38319994	-31.01152000
2.38359994	-31.13265000
2.38399994	-31.07965000
2.38439994	-31.07966000
2.38479994	-30.92067000
2.38519994	-30.98880000
2.38559994	-31.04180000
2.38599994	-31.08723000
2.38639994	-30.90552000
2.38679994	-31.11751000
2.38719994	-31.04937000
2.38759994	-31.08723000
2.38799994	-31.02666000
2.38839994	-31.08723000
2.38879994	-31.10994000
2.38919994	-31.15536000
2.38959994	-31.08722000
2.38999994	-31.19322000
2.39039994	-31.20079000
2.39079994	-31.10994000
2.39119994	-31.10237000
2.39159994	-31.17051000
2.39199994	-31.10994000
2.39239994	-31.17809000
2.39279994	-31.06451000
2.39319994	-31.23108000
2.39359994	-31.17050000
2.39399994	-31.24622000
2.39439994	-31.14779000
2.39479994	-31.19322000
2.39519994	-31.15536000
2.39559994	-31.20079000
2.39599994	-31.21594000
2.39639994	-31.27651000
2.39679994	-31.11752000
2.39719994	-31.23108000
2.39759994	-31.23866000
2.39799994	-31.13266000
2.39839994	-31.17807000
2.39879994	-31.20837000
2.39919994	-31.15536000
2.39959994	-31.18565000
2.39999994	-31.07209000
2.40039994	-31.23865000
2.40079994	-31.10237000
2.40119994	-31.22351000
2.40159994	-31.17051000
2.40199994	-31.18566000
2.40239994	-31.08722000
2.40279994	-31.20836000
2.40319994	-31.14022000
2.40359994	-31.20836000
2.40399994	-31.09480000
2.40439994	-31.12507000
2.40479994	-31.12508000
2.40519994	-31.29165000
2.40559994	-31.20080000
2.40599994	-31.26894000
2.40639994	-31.23108000
2.40679994	-31.24623000
2.40719994	-31.23108000
2.40759994	-31.24623000
2.40799994	-31.26894000
2.40839994	-31.25380000
2.40879994	-31.26894000
2.40919994	-31.29922000
2.40959994	-31.35223000
2.40999994	-31.32951000
2.41039994	-31.31436000
2.41079994	-31.41279000
2.41119994	-31.29165000
2.41159994	-31.39766000
2.41199994	-31.35222000
2.41239994	-31.41280000
2.41279994	-31.27651000
2.41319994	-31.44308000
2.41359994	-31.28409000
2.41399994	-31.37494000
2.41439994	-31.34465000
2.41479994	-31.30679000
2.41519994	-31.26894000
2.41559994	-31.28408000
2.41599994	-31.24623000
2.41639994	-31.26137000
2.41679994	-31.31438000
2.41719994	-31.29165000
2.41759994	-31.29165000
2.41799994	-31.32194000
2.41839994	-31.26894000
2.41879994	-31.28407000
2.41919994	-31.25380000
2.41959994	-31.23108000
2.41999994	-31.23866000
2.42039994	-31.28410000
2.42079994	-31.14780000
2.42119994	-31.32952000
2.42159994	-31.23866000
2.42199994	-31.29165000
2.42239994	-31.30679000
2.42279994	-31.23109000
2.42319994	-31.23866000
2.42359994	-31.31437000
2.42399994	-31.29922000
2.42439994	-31.39007000
2.42479994	-31.32193000
2.42519994	-31.37493000
2.42559994	-31.28408000
2.42599994	-31.42037000
2.42639994	-31.29922000
2.42679994	-31.27651000
2.42719994	-31.19322000
2.42759994	-31.31437000
2.42799994	-31.20838000
2.42839994	-31.31436000
2.42879994	-31.26893000
2.42919994	-31.17808000
2.42959994	-31.12509000
2.42999994	-31.12509000
2.43039994	-31.01152000
2.43079994	-31.16294000
2.43119994	-31.13265000
2.43159994	-31.20837000
2.43199994	-31.08722000
2.43239994	-31.23866000
2.43279994	-31.08723000
2.43319994	-31.27651000
2.43359994	-31.23865000
2.43399994	-31.26893000
2.43439994	-31.20080000
2.43479994	-31.37494000
2.43519994	-31.30679000
2.43559994	-31.26137000
2.43599994	-31.25379000
2.43639994	-31.33709000
2.43679994	-31.21594000
2.43719994	-31.35222000
2.43759994	-31.26895000
2.43799994	-31.23108000
2.43839994	-31.25379000
2.43879994	-31.37493000
2.43919994	-31.26893000
2.43959994	-31.39008000
2.43999994	-31.26893000
2.44039994	-31.22351000
2.44079994	-31.22351000
2.44119994	-31.28408000
2.44159994	-31.26136000
2.44199994	-31.23866000
2.44239994	-31.20079000
2.44279994	-31.33708000
2.44319994	-31.14023000
2.44359994	-31.32950000
2.44399994	-31.21594000
2.44439994	-31.39765000
2.44479994	-31.29922000
2.44519994	-31.36737000
2.44559994	-31.38251000
2.44599994	-31.32194000
2.44639994	-31.25378000
2.44679994	-31.29166000
2.44719994	-31.35224000
2.44759994	-31.42037000
2.44799994	-31.26136000
2.44839994	-31.39766000
2.44879994	-31.23865000
2.44919994	-31.39008000
2.44959994	-31.31438000
2.44999994	-31.35979000
2.45039994	-31.26136000
2.45079994	-31.26894000
2.45119994	-31.25380000
2.45159994	-31.32952000
2.45199994	-31.30679000
2.45239994	-31.34467000
2.45279994	-31.26894000
2.45319994	-31.38250000
2.45359994	-31.25379000
2.45399994	-31.29165000
2.45439994	-31.24622000
2.45479994	-31.25379000
2.45519994	-31.29165000
2.45559994	-31.28407000
2.45599994	-31.27650000
2.45639994	-31.29922000
2.45679994	-31.29166000
2.45719994	-31.27651000
2.45759994	-31.14023000
2.45799994	-31.27651000
2.45839994	-31.15536000
2.45879994	-31.26136000
2.45919994	-31.17051000
2.45959994	-31.15536000
2.45999994	-31.08723000
2.46039994	-31.29923000
2.46079994	-31.23108000
2.46119994	-31.28408000
2.46159994	-31.19323000
2.46199994	-31.26136000
2.46239994	-31.22351000
2.46279994	-31.25380000
2.46319994	-31.21594000
2.46359994	-31.23109000
2.46399994	-31.20836000
2.46439994	-31.22351000
2.46479994	-31.16294000
2.46519994	-31.19322000
2.46559994	-31.20836000
2.46599994	-31.35221000
2.46639994	-31.26136000
2.46679994	-31.29165000
2.46719994	-31.12508000
2.46759994	-31.24623000
2.46799994	-31.22350000
2.46839994	-31.32193000
2.46879994	-31.18565000
2.46919994	-31.20080000
2.46959994	-31.21594000
2.46999994	-31.20079000
2.47039994	-31.23865000
2.47079994	-31.20837000
2.47119994	-31.16294000
2.47159994	-31.16293000
2.47199994	-31.04180000
2.47239994	-31.16294000
2.47279994	-31.17051000
2.47319994	-31.20080000
2.47359994	-31.18565000
2.47399994	-31.15536000
2.47439994	-31.15537000
2.47479994	-31.26136000
2.47519994	-31.17809000
2.47559994	-31.26893000
2.47599994	-31.15536000
2.47639994	-31.15537000
2.47679994	-31.08723000
2.47719994	-31.05694000
2.47759994	-31.13266000
2.47799994	-31.09480000
2.47839994	-31.03423000
2.47879994	-31.06451000
2.47919994	-31.01152000
2.47959994	-31.05694000
2.47999994	-30.95852000
2.48039994	-31.00394000
2.48079994	-30.95852000
2.48119994	-31.10237000
2.48159994	-30.95852000
2.48199994	-31.04181000
2.48239994	-30.95095000
2.48279994	-30.95094000
2.48319994	-30.94337000
2.48359994	-30.98880000
2.48399994	-31.04937000
2.48439994	-31.06452000
2.48479994	-31.02666000
2.48519994	-31.08722000
2.48559994	-31.09480000
2.48599994	-31.15536000
2.48639994	-31.16294000
2.48679994	-31.24623000
2.48719994	-31.07208000
2.48759994	-31.23865000
2.48799994	-31.07208000
2.48839994	-31.17051000
2.48879994	-31.09480000
2.48919994	-31.25379000
