LECROYWR104Xi-A,26993,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,13-Jul-2015 13:28:13,0                 
Time,Ampl
1.5332e-006,-0.000138478
1.5334e-006,-0.000140711
1.5336e-006,-0.000145923
1.5338e-006,-0.000150142
1.534e-006,-0.000150638
1.5342e-006,-0.000148405
1.5344e-006,-0.000145923
1.5346e-006,-0.000146171
1.5348e-006,-0.000146419
1.535e-006,-0.000140711
1.5352e-006,-0.000133018
1.5354e-006,-0.000128799
1.5356e-006,-0.000130785
1.5358e-006,-0.000138974
1.536e-006,-0.000144682
1.5362e-006,-0.000142945
1.5364e-006,-0.000139967
1.5366e-006,-0.000139719
1.5368e-006,-0.000141456
1.537e-006,-0.000145923
1.5372e-006,-0.000150142
1.5374e-006,-0.000149894
1.5376e-006,-0.000148653
1.5378e-006,-0.00015039
1.538e-006,-0.000155105
1.5382e-006,-0.00015858
1.5384e-006,-0.000158083
1.5386e-006,-0.000158083
1.5388e-006,-0.000159324
1.539e-006,-0.000156346
1.5392e-006,-0.000152624
1.5394e-006,-0.000155353
1.5396e-006,-0.000157091
1.5398e-006,-0.00015312
1.54e-006,-0.000151135
1.5402e-006,-0.000155105
1.5404e-006,-0.000160317
1.5406e-006,-0.000160813
1.5408e-006,-0.000154361
1.541e-006,-0.000146171
1.5412e-006,-0.000143193
1.5414e-006,-0.000144434
1.5416e-006,-0.000146171
1.5418e-006,-0.000150142
1.542e-006,-0.000154113
1.5422e-006,-0.000154113
1.5424e-006,-0.000152375
1.5426e-006,-0.000150886
1.5428e-006,-0.000149646
1.543e-006,-0.000149149
1.5432e-006,-0.000150142
1.5434e-006,-0.000152872
1.5436e-006,-0.000157587
1.5438e-006,-0.000157587
1.544e-006,-0.000151631
1.5442e-006,-0.000147908
1.5444e-006,-0.000148157
1.5446e-006,-0.000147908
1.5448e-006,-0.000147908
1.545e-006,-0.000148405
1.5452e-006,-0.000148157
1.5454e-006,-0.000148157
1.5456e-006,-0.000149397
1.5458e-006,-0.000150142
1.546e-006,-0.000150142
1.5462e-006,-0.000151135
1.5464e-006,-0.000150638
1.5466e-006,-0.000144682
1.5468e-006,-0.000136989
1.547e-006,-0.000137485
1.5472e-006,-0.000147164
1.5474e-006,-0.000154609
1.5476e-006,-0.000151383
1.5478e-006,-0.000144186
1.548e-006,-0.00014096
1.5482e-006,-0.000141704
1.5484e-006,-0.000141456
1.5486e-006,-0.000136493
1.5488e-006,-0.000130785
1.549e-006,-0.000133763
1.5492e-006,-0.0001422
1.5494e-006,-0.000148653
1.5496e-006,-0.000152872
1.5498e-006,-0.00015312
1.55e-006,-0.000150142
1.5502e-006,-0.000147412
1.5504e-006,-0.000143193
1.5506e-006,-0.000137237
1.5508e-006,-0.000135748
1.551e-006,-0.000138478
1.5512e-006,-0.000140463
1.5514e-006,-0.000141456
1.5516e-006,-0.000144434
1.5518e-006,-0.000151135
1.552e-006,-0.000157091
1.5522e-006,-0.000158331
1.5524e-006,-0.000155353
1.5526e-006,-0.000152127
1.5528e-006,-0.000150142
1.553e-006,-0.000149397
1.5532e-006,-0.000150142
1.5534e-006,-0.000149646
1.5536e-006,-0.000147412
1.5538e-006,-0.000148653
1.554e-006,-0.000152127
1.5542e-006,-0.000153616
1.5544e-006,-0.00015312
1.5546e-006,-0.000152375
1.5548e-006,-0.000152375
1.555e-006,-0.000152872
1.5552e-006,-0.000150142
