5.5398	-1.51E-04
5.54	-1.52E-04
5.5402	-1.51E-04
5.5404	-1.45E-04
5.5406	-1.34E-04
5.5408	-1.25E-04
5.541	-1.17E-04
5.5412	-1.14E-04
5.5414	-1.18E-04
5.5416	-1.22E-04
5.5418	-1.24E-04
5.542	-1.28E-04
5.5422	-1.33E-04
5.5424	-1.36E-04
5.5426	-1.32E-04
5.5428	-1.27E-04
5.543	-1.31E-04
5.5432	-1.41E-04
5.5434	-1.43E-04
5.5436	-1.42E-04
5.5438	-1.49E-04
5.544	-1.53E-04
5.5442	-1.47E-04
5.5444	-1.42E-04
5.5446	-1.36E-04
5.5448	-1.26E-04
5.545	-1.18E-04
5.5452	-1.17E-04
5.5454	-1.25E-04
5.5456	-1.37E-04
5.5458	-1.41E-04
5.546	-1.38E-04
5.5462	-1.37E-04
5.5464	-1.33E-04
5.5466	-1.26E-04
5.5468	-1.19E-04
5.547	-1.09E-04
5.5472	-1.03E-04
5.5474	-1.01E-04
5.5476	-9.98E-05
5.5478	-1.08E-04
5.548	-1.28E-04
5.5482	-1.40E-04
5.5484	-1.41E-04
5.5486	-1.39E-04
5.5488	-1.38E-04
5.549	-1.39E-04
5.5492	-1.38E-04
5.5494	-1.28E-04
5.5496	-1.23E-04
5.5498	-1.27E-04
5.55	-1.29E-04
5.5502	-1.24E-04
5.5504	-1.22E-04
5.5506	-1.28E-04
5.5508	-1.38E-04
5.551	-1.45E-04
5.5512	-1.47E-04
5.5514	-1.47E-04
5.5516	-1.51E-04
5.5518	-1.55E-04
5.552	-1.56E-04
5.5522	-1.52E-04
5.5524	-1.43E-04
5.5526	-1.37E-04
5.5528	-1.36E-04
5.553	-1.32E-04
5.5532	-1.26E-04
5.5534	-1.29E-04
5.5536	-1.40E-04
5.5538	-1.51E-04
5.554	-1.53E-04
5.5542	-1.45E-04
5.5544	-1.34E-04
5.5546	-1.30E-04
5.5548	-1.32E-04
5.555	-1.39E-04
5.5552	-1.47E-04
5.5554	-1.47E-04
5.5556	-1.43E-04
5.5558	-1.48E-04
5.556	-1.50E-04
5.5562	-1.47E-04
5.5564	-1.47E-04
5.5566	-1.52E-04
5.5568	-1.64E-04
5.557	-1.79E-04
5.5572	-1.85E-04
5.5574	-1.83E-04
5.5576	-1.82E-04
5.5578	-1.82E-04
5.558	-1.88E-04
5.5582	-1.98E-04
5.5584	-2.00E-04
5.5586	-1.92E-04
5.5588	-1.88E-04
5.559	-1.92E-04
5.5592	-1.96E-04
5.5594	-1.99E-04
5.5596	-2.02E-04
5.5598	-2.05E-04
5.56	-2.02E-04
5.5602	-1.95E-04
5.5604	-1.95E-04
5.5606	-2.02E-04
5.5608	-2.07E-04
5.561	-2.07E-04
5.5612	-2.10E-04
5.5614	-2.14E-04
5.5616	-2.20E-04
5.5618	-2.27E-04
5.562	-2.29E-04
5.5622	-2.26E-04
5.5624	-2.23E-04
5.5626	-2.16E-04
5.5628	-2.16E-04
5.563	-2.23E-04
5.5632	-2.25E-04
5.5634	-2.26E-04
5.5636	-2.36E-04
5.5638	-2.44E-04
5.564	-2.45E-04
5.5642	-2.50E-04
5.5644	-2.57E-04
5.5646	-2.65E-04
5.5648	-2.77E-04
5.565	-2.79E-04
5.5652	-2.77E-04
5.5654	-2.84E-04
5.5656	-2.93E-04
5.5658	-2.95E-04
5.566	-2.99E-04
5.5662	-3.03E-04
5.5664	-3.09E-04
5.5666	-3.17E-04
5.5668	-3.16E-04
5.567	-3.06E-04
5.5672	-3.02E-04
5.5674	-3.08E-04
5.5676	-3.15E-04
5.5678	-3.18E-04
5.568	-3.18E-04
5.5682	-3.18E-04
5.5684	-3.22E-04
5.5686	-3.29E-04
5.5688	-3.35E-04
5.569	-3.38E-04
5.5692	-3.36E-04
5.5694	-3.35E-04
5.5696	-3.38E-04
5.5698	-3.32E-04
5.57	-3.24E-04
5.5702	-3.28E-04
5.5704	-3.33E-04
5.5706	-3.31E-04
5.5708	-3.31E-04
5.571	-3.35E-04
5.5712	-3.41E-04
5.5714	-3.46E-04
5.5716	-3.49E-04
5.5718	-3.51E-04
5.572	-3.45E-04
5.5722	-3.36E-04
5.5724	-3.37E-04
5.5726	-3.48E-04
5.5728	-3.56E-04
5.573	-3.60E-04
5.5732	-3.66E-04
5.5734	-3.65E-04
5.5736	-3.60E-04
5.5738	-3.63E-04
5.574	-3.66E-04
5.5742	-3.63E-04
5.5744	-3.62E-04
5.5746	-3.54E-04
5.5748	-3.44E-04
5.575	-3.41E-04
5.5752	-3.37E-04
5.5754	-3.32E-04
5.5756	-3.42E-04
5.5758	-3.57E-04
5.576	-3.60E-04
5.5762	-3.59E-04
5.5764	-3.62E-04
5.5766	-3.62E-04
5.5768	-3.63E-04
5.577	-3.65E-04
